time,Real,Predicted Value
39.016099,58.25900349232337,39.365445368145615
39.33513,59.46530392711037,39.88157472670272
39.600989,59.06089792827699,40.13352085279724
39.902591,57.81573251258217,40.42823870231132
40.234127,55.981878718505044,40.776186456963245
40.527773,56.37533765439072,41.1850569967155
40.840364,58.50086402019163,41.424315901125
41.100857,61.558042945613224,41.459334442051585
41.413448,65.57248146950035,41.573616351997984
41.726039,70.29297647908075,41.55797861364202
42.03863,68.57049069052975,41.45401489739669
42.310637,67.91286575147592,41.41191727012165
42.627978,69.79955102325722,41.68345095031994
42.945319,70.80436347434632,42.3534012958758
43.226393,66.75046125156996,43.53483770514019
43.530587,63.81766490995366,44.84546151769372
43.804861,61.91328946011757,45.42425597375028
44.133989,60.29762529702528,45.676445463628596
44.434607,59.9268767248586,46.21438280160899
44.720969,62.2691346926033,46.915847680336974
45.007331,69.42902212459451,47.13537473530185
45.341421,75.58660396783603,47.03161130960425
45.627783,75.3240165987699,47.50912766568456
45.934714,74.34159361579107,49.32050153785566
46.215165,77.2748249970917,51.90912549396175
46.542358,79.66182313514445,52.32273624334374
46.8029,86.72304701258899,52.49890362521667
47.107783,88.64566828522521,54.44935666934087
47.401808,84.97580703526738,55.295470089446056
47.70502,89.37899443667571,55.736195440935404
48.020783,91.00403133593726,55.69211859846287
48.330214,85.32232260481992,56.391671025509254
48.62843,81.47698099110448,57.618405403488836
48.937204,78.27369334160285,59.05073264456398
49.207382,78.4792818973748,61.037713946539085
49.543559,79.65095575768346,63.61866225197713
49.823772,83.78602518651402,63.66201977140726
50.132005,98.55601012856886,64.9716916654436
50.44005,104.99455438338484,67.09579661445413
50.726341,103.90793724234767,68.23880092883323
51.020381,108.09388047030293,67.05941695926766
51.34015,101.58182743080638,66.71560208161685
51.623163,92.5841643865937,66.48726654987523
51.901365,88.39009323899162,65.99761861685522
52.228623,88.83929109601635,65.7888211049959
52.524993,89.26286468490181,66.52140639678595
52.800467,92.28866475784491,69.440070409647
53.111231,109.31539437207059,71.80428280581764
53.411188,125.31692927989786,71.833908577588
53.734052,125.94450632946783,72.72058837142585
54.018936,115.86094115993679,75.56245711169403
54.30382,106.07098901141455,77.36797517742114
54.612331,107.12817851756728,81.68779002308838
54.908502,133.47509495306605,82.57800182228415
55.204087,131.7565762095573,81.7681991401877
55.53259,119.23613409460202,86.24253491293987
55.828121,117.15848793801884,87.26203533752954
56.137558,123.47018151260258,85.00917587125241
56.431994,123.78527084911694,84.74972854109593
56.707873,138.30340657985843,84.01358970732994
57.018237,131.5243167060095,84.95219859457627
57.341015,125.573068585524,85.48521266167363
57.633102,129.33104475451447,87.52258534252945
57.90717,131.62639166085307,95.83760651217764
58.229041,125.51738350593004,97.9585068124244
58.508229,129.59356751372647,98.54875659561432
58.831499,131.58462785115762,104.00518799475118
59.122442,128.93964687297483,100.95996189233958
59.406919,135.33326574256765,98.63757360839492
59.726957,140.05885631597536,98.46876098158128
60.011679,146.0755068381127,99.17273272264866
60.328316,159.32028572015022,98.68870153961245
60.604684,170.5074388857308,99.85055039477308
60.90624,160.41898059658197,109.86458674663662
61.224159,172.1598660558106,117.09094048921062
61.506754,174.1116522165912,116.76555664927504
61.824674,148.27088937817527,113.23660949112696
62.107269,155.3366316380838,111.30568800589964
62.417542,151.94809461488342,115.01095114858511
62.701237,139.1863303875108,130.33720970521622
63.019351,128.86732690960986,124.20165120757835
63.312221,127.49933816125554,119.17985460435027
63.621042,145.65526711769922,122.10564723778126
63.904128,151.22439533169504,126.37633275038469
64.212949,142.65798152703582,124.96582210338005
64.514049,129.52247944491316,135.21797591889717
64.825444,126.92983244855793,128.03876152588043
65.119871,140.59649644862688,127.73299323765205
65.406252,134.96027736212523,131.76302858032088
65.700822,121.62341651601285,131.85404232814116
66.000112,122.71130862483776,127.41703382176904
66.30491,135.0509982119402,132.13387191360692
66.616796,137.06759236371485,131.99442661914722
66.902692,134.8591241745336,130.33608118643113
67.20152,132.9074241602251,136.13543584723212
67.500247,142.887725553597,137.76077856646978
67.804727,166.00058281974424,141.92937189493523
68.11409,167.55418275698028,150.67427257522985
68.424403,156.87418248755938,156.54555954027117
68.702451,157.0706567465785,149.96456347911766
69.01474,145.87076251776776,163.30387088503892
69.323641,140.9491628762905,161.28535566693546
69.622246,139.98104020768758,145.41595221808282
69.905405,142.4582164727808,159.77118496999978
70.202429,147.79161348040142,151.28518889708712
70.521322,142.21822101603448,142.68632371637125
70.82175,136.497113195882,136.56868368493937
71.104211,139.2323498329302,135.67179553415244
71.419454,144.82184307294085,147.8038635087403
71.709994,153.40390969158864,145.33062413742408
72.000534,145.2215627036896,138.71241280030432
72.317488,134.63914915791355,131.3548579806548
72.605354,133.7458963882511,133.63649036862807
72.913958,130.08753138500091,144.45156830637097
73.205946,127.34699673991587,133.97498570162398
73.513621,129.32964918166573,122.99971839892908
73.816187,133.04782568052562,126.79278202602383
74.104789,137.32276682885296,135.34797956000986
74.412009,131.43130436003548,131.59593026830294
74.71923,118.1211403056406,128.98634687552416
75.000849,114.57601484002384,128.23304766450707
75.316048,120.39538994095112,139.43624991784813
75.608365,119.90331267741665,156.25925174010015
75.901103,118.13986854868473,153.56653700170233
76.213364,132.70354991924881,148.46865583427655
76.513578,124.8417022663148,154.1955440827099
76.809386,112.74213735566688,143.71986601592042
77.115176,117.65927460988708,143.61316499552268
77.418376,118.47759717807855,142.32819560237368
77.715318,118.50809302921758,143.47645915887716
78.008757,126.2208728267534,146.78462152356707
78.318772,131.77199642807108,140.8387058697073
78.607992,126.98571566503782,138.95768903579307
78.90022,117.54827488052936,143.01518787378146
79.204211,116.36468265579956,146.23956417966397
79.51173,128.1851846845838,151.7719423086431
79.818485,135.25268433252404,143.97753872875072
80.118936,128.25301641675009,139.2864498174367
80.419388,131.26687658865401,141.49999203382725
80.71984,159.34749077605332,136.99230034706088
81.020292,148.19413287149487,134.80833221455742
81.320743,131.39609629687018,135.82352531553988
81.621195,131.69618753258425,137.15832182817707
81.921647,136.74028745745045,139.4195116583105
82.200037,134.88856042406525,133.66267028151267
82.503311,123.27704112205545,124.53727786305187
82.816762,129.4080424713169,124.64456467946017
83.101107,135.33097424640863,128.649247115377
83.421274,131.02123853798224,124.70776173142511
