loss,test loss
0.017762515949220275,0.0025786245
0.001957070394662739,0.001661395
0.001272301457567474,0.001360049
0.0010782364753292315,0.0013182726
0.0009911605268220231,0.0012990467
0.000946050873930403,0.0012688376
0.0009195477204206184,0.0012628543
0.0009048345597822526,0.0012584846
0.0008959805124890907,0.0012506864
0.0008896057831518861,0.0012538317
0.000886521415885208,0.0012545206
0.0008853416453289914,0.001253081
0.0008845816522609945,0.0012499801
0.0008820209560130668,0.0012506631
0.000880779552093559,0.0012508482
0.0008810872365008492,0.0012503606
0.0008820077469731706,0.0012505285
0.0008820619956933157,0.0012503164
