time,true,pre
45.029371,72.24844735696225,215.98361865236416
45.314526,72.76728257288453,215.7419437805188
45.613198,86.26185331728671,215.97213841992067
45.930564,90.65684643670201,216.38685259833903
46.228094,89.14207647336968,216.4014548640166
46.533559,89.86370864334425,216.4014548640166
46.839024,91.48973484218203,216.4805627612395
47.10085,88.8828739661235,216.4805627612395
47.415043,84.56549533039588,216.29461741176965
47.701059,83.59665712733447,216.49804123076265
48.04428,84.30171425078868,216.68098746169267
48.313953,83.67221278989338,216.68098746169267
48.628571,84.54650501013339,216.39710368383996
48.911728,87.0147488397452,216.12054562176488
49.223245,91.74627010056288,216.13308292057894
49.521195,96.34428142048014,216.83519623710572
49.809834,105.69729685355263,217.61096003843048
50.11586,106.9797580447419,218.23054842923403
50.421886,103.77497249274232,218.14256609108588
50.701134,100.428103699918,218.1405502901001
51.010526,94.24289493307829,218.39395122377744
51.327949,94.23716096259128,219.00611556704797
51.631265,109.44789739686358,219.35738118029158
51.917697,115.50150754629854,219.44460144733537
52.206593,110.20354620847338,219.78979507468276
52.512892,105.21504719637554,220.51452469495257
52.802541,103.53264002728271,221.289846003378
53.109087,102.423998650975,221.75802807379753
53.418943,100.67815520817686,221.3210663357189
53.708143,102.92533081443527,220.97744601645798
54.011113,108.3066283149657,220.70570621039772
54.317871,113.98631352727102,221.24879249549662
54.600567,137.6074448958391,222.2245385043752
54.923071,139.456856260017,222.94543318618423
55.214591,119.96714588623725,223.21294472676212
55.521617,107.77457362367625,223.26105353809373
55.812401,106.28596605301621,223.36867764438395
56.128101,108.42675899139641,223.24094469411352
56.415101,108.0564108718696,224.87703760641085
56.707857,107.74131290741069,226.09357350133612
57.013363,120.67729782376834,226.03081325844923
57.310545,143.6864246381684,224.60977189522148
57.623792,143.09842532378852,224.81145032555605
57.911269,143.28998787478585,225.84430250138578
58.205431,138.93616503221148,225.6415178388029
58.522926,127.04762226589168,224.67636707656916
58.818889,118.04973196746245,225.3990808958532
59.117874,116.03685635139405,226.99251011777437
59.429199,118.34915216266906,227.11136862711953
59.707515,121.66243451528804,225.93272733243325
60.017458,132.42023584327296,224.78853902654683
60.310496,144.0171266230631,225.02699353340267
60.620439,153.97203687670105,229.42199279855268
60.930383,140.3204180274485,230.91904460870808
61.206565,127.05642295800038,230.36329811010086
61.511394,118.99835070331882,230.52466052071958
61.80673,122.21489919155864,231.22893713586527
62.111751,150.431110364586,230.29072927461235
62.418216,161.9410389981903,228.9167642392845
62.719698,172.23575921556727,228.52427303758756
