time,true,pre
45.01065,80.78502867125857,287.0751852602892
45.300099,85.27921754954389,286.85464013317153
45.610307,89.58105764342056,287.02302467133785
45.947167,88.59220846603873,287.27885490274605
46.200963,81.25258275371172,287.61900965625193
46.538854,78.80424220860439,287.52391973876723
46.815474,84.19971554331656,287.44017712993366
47.138197,87.87446474324935,287.28255798715435
47.414817,84.45319167106516,287.3720403768208
47.743525,80.32463608954507,287.69600736134186
48.026656,82.37858491986623,287.85769989697025
48.335346,89.13469049390352,287.83209571334714
48.612024,98.95323364830932,287.72224635943496
48.930162,97.557501458914,287.6993136867064
49.220377,88.29230491752097,287.74991369008563
49.510593,87.72799452959933,288.0694898745225
49.808117,91.3042747475248,289.1317460876483
50.127956,91.15807565255471,290.0393985267273
50.438869,96.95613377630642,289.8047287776523
50.708872,105.50356675695787,289.8205991394022
51.001997,101.4747299484329,290.1999007852245
51.332007,94.89372736570269,290.3203039297003
51.61392,94.56869574441427,290.6725466087391
51.900327,95.54764578365462,290.6995791249197
52.223715,94.61792692909256,290.6345899935539
52.511545,97.5668319090928,290.8671701449985
52.8245,106.15274390433703,291.6473042274171
53.10444,110.39432952476997,292.4457156764511
53.437342,104.52369755926617,292.6546225382854
53.736279,97.44144943861795,292.1422214585874
54.012797,97.46866710901901,292.14872830690484
54.304154,108.22738371878961,292.56524595103065
54.609642,112.81938031400935,293.6658026371795
54.919689,113.91730516516802,293.2880880275322
55.227482,114.71895020040847,292.64115918140095
55.514077,109.16413843372743,292.93666531718384
55.835318,104.86815714839676,293.6720449794678
56.105359,110.91364743713066,294.2245451731872
56.425419,138.67587623838142,294.25578333523157
56.702041,141.99776778275765,294.0609481941488
57.031989,135.29853100499076,294.5898279994638
57.324591,126.49741690441809,298.26148909150606
57.612524,125.99289149173842,299.84598600861483
57.902877,133.8485354037123,298.66829936436153
58.215239,139.29407972974536,297.616094380344
58.523589,130.5047824360256,296.6471294437046
58.815465,128.6018400977546,296.2450273781683
59.109261,130.15012613947073,296.0605079722229
59.400305,130.22879684519506,296.2570095012895
59.725882,141.12424984674237,297.3290788880973
60.018902,145.58875453590468,299.0293500941715
60.301808,143.48285010880483,300.47310335316166
60.604312,175.77104818774504,301.9227550966022
60.906816,201.55878576983574,301.63148105728595
61.209321,179.27752526457394,299.5880132783704
61.513437,162.97891502816722,298.96687377008277
61.827914,161.4899841393957,300.62873870072224
62.10307,162.34234159307778,301.7580471922413
62.404253,177.06560682098484,300.86478388114887
62.716911,175.75750547905182,299.7367979197756
