loss,test loss
0.016680408248652145,0.008667796
0.0027156645562371236,0.0064517967
0.0020301808870541852,0.0066291657
0.0018213375999479536,0.006421552
0.0017172404231984098,0.0061490904
0.0016627059532665586,0.0059706992
0.0016250783586706531,0.005827727
0.0016107547401911291,0.005807932
0.0015984881900877725,0.005797727
0.0015943208254573199,0.005806519
0.0015894176043973417,0.0057993196
0.001586192813721701,0.0057798345
0.0015850921739594746,0.005789158
0.0015819702212671075,0.00579478
0.0015824262176110408,0.0057768226
0.0015790157021080677,0.0057793334
0.0015861941391509223,0.00579303
0.0015818036174710104,0.005788245
0.0015822648589307493,0.0058014947
0.0015817025054499286,0.005793822
