loss,test loss
0.01886391384532709,0.0037406387
0.0023555249981563426,0.002618903
0.0014730761609072058,0.0023305728
0.0012299397888160507,0.0022899609
0.0011165451813091934,0.0022589162
0.0010522666440665781,0.002213386
0.0010164515149284912,0.0022070787
0.0009957812396224805,0.002204366
0.0009844987991666965,0.0021954225
0.00097659287350702,0.0021967893
0.0009722233209075028,0.00220052
0.0009690865939173855,0.0021974363
0.0009677582161577879,0.002194536
0.0009658702137838802,0.0021960405
0.0009650140837953619,0.0021969231
0.0009655967769138065,0.0021960312
0.0009645648042753834,0.0021963213
0.0009662154695380786,0.0021960682
