loss,test loss
0.06435079373207833,0.047199454
0.03990884238110858,0.038192242
0.030556518795942025,0.028441789
0.028454567904340006,0.027201692
0.027641015363630148,0.026762914
0.027203218115863695,0.02649933
0.02700069829672326,0.02635054
0.026848394286901205,0.026309086
0.0267721837781407,0.026280446
0.02672688980495094,0.026278568
0.026724995780916565,0.026213799
0.026694276847430382,0.026311822
0.026669649712007512,0.026231775
0.026697196694516978,0.02626533
0.026703555370138365,0.02621993
