loss,test loss
0.08646490364658213,0.5038676
0.00914384379826191,0.50376326
0.007280493256552975,0.50371414
0.006182129479631191,0.5036979
0.00551874278122467,0.50367147
0.005101359842833832,0.5036409
0.004831027695770827,0.50365496
0.004656450686017328,0.5036399
0.004549493429730508,0.50364643
0.004486617098082926,0.50366914
0.004452619328864362,0.5036414
0.004435226024073171,0.50365317
0.004426633486625656,0.50362796
0.004421806235631725,0.50362855
0.004419805410336519,0.5036454
0.004418368890448151,0.50363886
0.004417423761938468,0.5036383
0.0044182087677429515,0.5036302
