loss,test loss
0.06280084731648336,0.017760526
0.0158589997117196,0.010115988
0.011187525506171438,0.008574687
0.009475174671350358,0.007951958
0.008638310876373833,0.007803531
0.008212735661090136,0.0077054235
0.007992530573491339,0.0076154517
0.007861438082406172,0.0075844014
0.007797315839801107,0.0075773764
0.007750855328550597,0.007586432
0.007756200705741619,0.00760378
0.0077310659539502665,0.007582699
0.007736017770442489,0.0075749354
0.0077131235062166134,0.0075904736
0.007720874888156807,0.0075718467
