loss,test loss
0.015153070608986395,0.012469411
0.002673472632503734,0.009482051
0.0020439020928238656,0.008013182
0.0018540604211560068,0.008556987
0.0017678751096113598,0.007923497
0.0017103890876281778,0.007844863
0.0016868970175955896,0.0075664897
0.0016652480391399923,0.007526837
0.0016535005169859326,0.0075714826
0.0016494673910855283,0.0075601377
0.001645429219656096,0.007509324
0.0016473509766005232,0.007498894
0.0016441870417254097,0.007638955
0.0016416512557499174,0.0074412287
0.001643756236446005,0.007563899
0.001646349321004802,0.007556957
0.001643998239677787,0.0075318366
0.001645023266329072,0.007582662
0.0016388764149892973,0.007593487
