loss,test loss
0.013581526464177141,0.005827154
0.0014229929309973045,0.0060619833
0.0011575193987335556,0.0060687736
0.001089833425446306,0.005853095
0.0010592717669286424,0.005804306
0.001041355724761527,0.0056915293
0.0010304640678507537,0.005699006
0.0010309764652792672,0.0056986217
0.0010271721401193452,0.005710846
0.0010244305718731651,0.005651055
0.0010219599950594502,0.005653419
0.0010276757098662147,0.0056694285
0.001024855694022005,0.005657093
0.0010210554410930931,0.005662222
0.001027620674426769,0.005659148
