Time,THCP,THCP01,THCP02,THCP03,THCP04,THCP05,THCP06,THCP07,THCP08,THCP09,THCP10,THCP11,THCP12,THCP13,THCP14,THCP15,THCP16,THCP17,GAS,GAS01,GAS02,GAS03,GAS04,GAS05,GAS06,GAS07,GAS08,GAS09,GAS10,GAS11,GAS12,GAS13,GAS14,GAS15,GAS16,GAS17,GAS18,GAS19,GAS20,GAS21,GAS22,GAS23,GAS24,GAS25,GAS26,GAS27,GAS28,GAS29,GAS30,GAS31,GAS32,GAS33,GAS34,GAS35,GAS36,GAS37,GAS38,GAS39,GAS40,GAS41,GAS42,Average_of_temperature
492.32059,43.286333,43.527286,35.839544,119.89413,117.53538,129.32411,50.631142,43.909615,37.870175,124.51421,114.32641,110.78423,64.016885,51.224643,42.318279,138.64618,111.94042,91.996326,0.46938033,0.39325226,0.30423634,0.8718487,0.83581525,0.79715274,0.80360357,0.54663111,0.36819151,1.1435697,0.9228332,0.76847111,1.8685462,0.99385064,0.58195754,1.7126146,1.0449489,0.70288403,233.49136,233.49136,227.39102,219.86231,204.15643,215.71329,215.71329,214.86663,194.88142,173.80029,197.723,197.723,191.15468,166.56361,147.87894,188.46984,188.46984,178.81312,158.64401,145.16427,191.41879,191.41879,188.56126,173.55884,159.88108,191.9524188
492.61011,44.282817,44.264334,35.837749,119.12327,117.07355,128.70937,50.631147,43.762623,37.819476,124.62911,114.47754,110.85327,63.620338,51.031242,42.754262,138.79599,112.66745,92.058511,0.53662722,0.42295901,0.30561375,0.8795064,0.83243334,0.77261723,0.93300227,0.58073276,0.36075739,1.1766217,0.92908098,0.75221964,2.1202502,0.94991249,0.53324492,1.8046004,1.0949319,0.70908039,193.29457,193.29457,192.35012,192.58323,190.26461,186.65274,186.65274,182.43245,172.22437,167.75232,194.94902,194.94902,179.89372,159.07422,150.73428,214.06729,214.06729,190.70178,160.96175,150.70085,235.60289,235.60289,204.51697,169.68721,149.97999,186.51963559999996
492.90938,45.207864,44.884479,35.911933,118.34499,116.61664,127.88423,50.748641,43.881953,37.790622,124.84443,114.41074,110.1785,63.414891,50.90371,43.000588,139.25152,113.27465,92.139327,0.59389131,0.448814,0.31933829,0.9150376,0.85559117,0.7642238,1.0479795,0.62193279,0.37167594,1.2912302,0.98867688,0.7444858,2.3953535,1.0077486,0.55183297,2.1462809,1.2229588,0.72723835,197.16984,197.16984,187.58394,176.0923,173.99806,208.02753,208.02753,202.48652,184.49092,168.16011,219.60781,219.60781,222.62558,201.23461,177.97428,236.60146,236.60146,237.85226,208.36335,186.40185,258.99383,258.99383,247.17521,209.5934,179.13809,208.15885680000002
493.20435,45.993876,45.410169,35.952514,117.63181,116.14394,127.03323,50.916008,44.157878,37.756855,125.29015,114.21591,109.06242,63.363967,50.844136,43.128112,140.16983,113.77151,92.269058,0.61191977,0.4644527,0.32337485,1.0030943,0.87719383,0.75573606,1.0647502,0.6278687,0.37233945,1.5007852,1.0305893,0.73047276,2.3771971,0.98893828,0.5586316,2.6657994,1.3200432,0.75492608,220.76073,220.76073,215.63322,211.32955,195.14952,223.70705,223.70705,226.24308,225.00148,213.78705,228.41212,228.41212,234.73853,229.02466,218.75282,242.87028,242.87028,241.86332,223.30488,215.51796,261.87086,261.87086,243.35939,215.97537,201.50117,226.65696320000004
493.51499,46.446592,45.791936,35.935649,117.00663,115.54372,126.51735,51.079508,44.513317,37.691067,125.69551,113.88698,108.02721,63.296737,50.78435,43.149083,141.14139,114.03689,92.35674,0.52662415,0.4102821,0.29960067,0.94076308,0.84097402,0.75101191,0.88529571,0.5439701,0.3433716,1.349381,0.98833288,0.72470332,1.8962904,0.8379031,0.50584786,2.2954432,1.287792,0.75233576,237.47534,237.47534,225.10447,224.24097,221.53598,254.03285,254.03285,247.72393,241.01102,227.18799,283.2531,283.2531,277.54097,256.77469,226.52285,314.38712,314.38712,296.62243,253.26265,214.49212,330.7672,330.7672,282.92179,231.6129,200.12792,258.66055600000004
493.81618,46.482171,46.035866,35.885573,116.41288,114.75921,126.58592,51.285475,44.917065,37.63143,125.60343,113.42725,107.24831,63.229525,50.751961,43.068229,141.63469,114.12518,92.322906,0.53523373,0.41770685,0.30375491,0.91504339,0.80915899,0.75240077,0.89233348,0.54982689,0.34346713,1.2163897,0.91186671,0.71714981,1.9139858,0.82589987,0.49465557,1.8543428,1.1195271,0.71172023,269.94882,269.94882,271.73885,268.16392,262.10211,264.56957,264.56957,268.35392,264.80694,254.70672,257.182,257.182,259.02475,254.19721,236.82982,258.7269,258.7269,252.9938,237.35858,213.90012,267.13923,267.13923,245.52883,216.51059,204.47565,253.83299399999999
494.10548,46.166275,46.155207,35.846734,115.84869,113.95372,126.98765,51.518603,45.302661,37.630777,124.98358,112.91644,106.79928,63.243491,50.805856,42.90761,141.60118,114.29755,92.343103,0.55969571,0.42704154,0.31422147,0.91476555,0.82263344,0.78266773,0.94254234,0.57950299,0.35798249,1.2010364,0.93359418,0.75474005,2.0523454,0.88011074,0.5227829,1.9129309,1.1562066,0.741164,209.06384,209.06384,211.03336,215.5562,214.42077,209.0001,209.0001,209.3228,213.35259,208.88726,212.39892,212.39892,217.82633,217.27637,205.37963,239.44145,239.44145,243.52637,224.00711,205.44372,274.41926,274.41926,266.7784,209.62358,201.51234,222.1037588
494.42372,45.738635,46.165145,35.810189,115.29279,113.29163,127.2827,51.687314,45.63868,37.665747,124.09163,112.39144,106.84113,63.306921,50.936525,42.728386,141.38218,114.68545,92.574563,0.54776936,0.42146158,0.31086229,0.92282466,0.8384719,0.80209743,0.92100369,0.56716527,0.35176603,1.1982315,0.93212886,0.77677315,2.0093355,0.84473083,0.50229148,1.938854,1.1568033,0.75546562,210.83543,210.83543,199.49567,203.56929,202.69801,225.07371,225.07371,217.2267,222.4558,216.9983,238.43794,238.43794,242.54647,241.93641,228.99124,256.28112,256.28112,262.35846,250.12674,234.8419,262.89676,262.89676,265.64016,240.34185,222.67908,233.55823999999996
494.71543,45.382368,46.031399,35.712845,114.87747,113.0695,127.26846,51.742074,45.906992,37.687831,123.16178,111.9259,107.4695,63.348898,51.102193,42.596184,140.96335,115.22706,92.863271,0.52613704,0.41329178,0.30532019,0.90038025,0.84609349,0.80903445,0.88531054,0.56161197,0.34849751,1.144876,0.92976899,0.79567126,1.9813142,0.84173338,0.50747636,1.8379986,1.1779802,0.76741658,238.13596,238.13596,224.9673,220.2602,221.98852,244.17668,244.17668,230.09842,225.41786,225.87727,246.68469,246.68469,230.51573,221.9386,220.13888,249.96401,249.96401,238.66286,217.33148,208.05666,263.7947,263.7947,241.07676,204.69227,183.93993,232.01899280000006
495.0045,45.22632,45.804461,35.561201,114.77129,113.30506,127.10192,51.794753,46.156951,37.675973,122.5358,111.64999,108.42109,63.498656,51.305649,42.545329,140.48379,115.71307,93.031306,0.62479094,0.48606727,0.33790652,0.99286562,0.91287508,0.83527295,1.0953398,0.67814751,0.37616899,1.325753,1.0284369,0.8340932,2.4804244,0.99635558,0.54964302,2.1940803,1.3139124,0.7878467,258.36093,258.36093,249.11795,231.82165,215.76954,255.79708,255.79708,246.71384,232.48147,213.60803,249.27001,249.27001,245.63742,231.23284,210.13775,245.90934,245.90934,247.17738,227.0727,208.86278,247.30303,247.30303,240.76134,202.97557,185.16158,236.07250480000002
