Time,THCP,THCP01,THCP02,THCP03,THCP04,THCP05,THCP06,THCP07,THCP08,THCP09,THCP10,THCP11,THCP12,THCP13,THCP14,THCP15,THCP16,THCP17,GAS,GAS01,GAS02,GAS03,GAS04,GAS05,GAS06,GAS07,GAS08,GAS09,GAS10,GAS11,GAS12,GAS13,GAS14,GAS15,GAS16,GAS17,GAS18,GAS19,GAS20,GAS21,GAS22,GAS23,GAS24,GAS25,GAS26,GAS27,GAS28,GAS29,GAS30,GAS31,GAS32,GAS33,GAS34,GAS35,GAS36,GAS37,GAS38,GAS39,GAS40,GAS41,GAS42,Average_of_temperature
381.01015,38.60975,40.115698,36.295937,116.16924,115.53438,156.88891,56.756255,48.669454,39.92756,124.9217,114.28222,126.24087,77.506495,56.00288,46.718212,139.12237,105.30655,91.255117,0.6951041,0.50707847,0.35085693,0.97078984,0.88159666,0.9286365,1.2326669,0.72604253,0.40372785,1.3060441,1.0508838,0.85917178,2.9639395,1.1650408,0.59697625,2.0840478,1.3003409,0.80451099,273.67012,273.67012,263.15447,243.38842,233.08919,281.39777,281.39777,267.22329,252.20053,236.45076,281.48253,281.48253,263.57052,243.22293,218.067,270.7836,270.7836,245.00429,216.59441,196.31871,251.31089,251.31089,215.04892,205.25174,180.96109,247.87344359999994
381.31865,38.69555,40.027054,36.391585,115.85183,115.18596,157.01248,56.600622,48.462261,39.963939,125.01692,113.94729,125.75789,76.801979,56.034854,47.638538,138.39029,105.37952,91.946675,0.65227189,0.4728697,0.3323021,0.92619444,0.84644474,0.9004116,1.1720115,0.67250461,0.38112579,1.2343202,0.98107131,0.83458257,2.8200374,1.0558657,0.55967811,1.8828253,1.1653928,0.79776253,265.4865,265.4865,265.91418,257.78189,236.93236,271.25103,271.25103,262.71849,248.1445,233.95266,280.01072,280.01072,256.41117,220.84165,201.45683,283.67091,283.67091,239.34393,189.99022,177.93874,274.94927,274.94927,206.3316,186.49774,165.98239,244.03900839999994
381.62715,38.995318,40.145881,36.430954,115.40836,114.84428,156.96204,56.378464,48.12975,40.049493,124.95162,113.38232,125.30367,76.23616,55.890078,48.784166,137.76098,105.28224,92.778335,0.67236735,0.48337288,0.33903624,0.92797475,0.85898333,0.90457571,1.2354125,0.7016022,0.39597743,1.2349355,0.96734101,0.83873383,3.1292405,1.1747614,0.60718144,1.9116944,1.1326983,0.80800065,247.82736,247.82736,243.59003,242.44212,239.71368,260.84217,260.84217,256.84523,242.78541,226.43461,266.0684,266.0684,262.82271,235.47448,211.00921,266.64822,266.64822,255.73626,216.66478,198.0483,278.27895,278.27895,245.60834,229.69879,193.75721,245.59845439999998
381.91473,39.241949,40.451963,36.403028,115.08021,114.69999,156.63284,56.006972,47.935917,40.211685,124.67864,112.61229,124.75527,75.856183,55.656331,49.632671,137.1731,105.04338,93.487849,0.6704909,0.50286392,0.34944364,0.97399814,0.89426175,0.91287389,1.2271289,0.72381877,0.40485654,1.3128127,0.97539883,0.84553895,3.1795433,1.23317,0.62030954,2.1018841,1.1494968,0.81319575,247.71519,247.71519,241.19177,232.15959,226.91599,250.49697,250.49697,249.32923,235.94366,224.40813,257.70139,257.70139,257.66033,226.73313,219.16647,271.84358,271.84358,264.72147,215.30689,204.6312,282.16623,282.16623,266.23856,241.6584,222.82069,245.94928919999998
382.20232,39.109108,40.903179,36.311781,114.95877,115.02765,156.2069,55.624191,47.835655,40.372894,124.19144,111.80595,124.33498,75.421983,55.412534,50.057851,136.711,104.74589,94.142047,0.66025217,0.47140984,0.32971328,0.92035748,0.87201301,0.90570968,1.1985528,0.66443455,0.38170894,1.1817735,0.91766902,0.8430333,3.1201963,1.1337184,0.58889207,1.8739491,1.1088525,0.81536916,221.90083,221.90083,229.11515,225.5379,223.73963,230.16835,230.16835,235.04714,230.26268,227.32394,239.81075,239.81075,241.36306,228.28527,221.03259,248.44786,248.44786,246.88565,227.32501,216.39414,257.70247,257.70247,249.4588,225.51776,207.63523,233.23937880000003
382.51867,38.653772,41.414909,36.18236,114.86889,115.7233,155.85928,55.413496,47.822669,40.397692,123.46508,111.02432,124.15444,74.997773,55.231211,50.069879,136.65811,104.57594,94.708548,0.66490592,0.46710588,0.32752351,0.89780998,0.87397978,0.91149793,1.2755723,0.66907968,0.37380908,1.14839,0.91413099,0.83600298,3.7442463,1.1823785,0.56717831,1.7902059,1.0788938,0.77120996,253.61011,253.61011,241.87683,227.28306,218.25994,259.05353,259.05353,248.23126,232.08351,219.30014,254.51721,254.51721,246.95121,227.96129,209.06872,254.13263,254.13263,243.49628,219.03767,204.72166,258.52558,258.52558,234.01789,211.52616,188.70334,237.2878832
382.80183,38.231363,41.481612,36.06985,114.78459,116.37032,155.62958,55.378332,47.908439,40.256487,122.74868,110.36638,124.00057,74.642549,55.047608,49.727175,136.62223,104.59048,95.035077,0.64824358,0.45886557,0.3237562,0.88514735,0.86628113,0.91446935,1.2489796,0.65460561,0.36020073,1.1385051,0.91645348,0.8256342,3.7196329,1.1204258,0.52082382,1.7446848,1.0636885,0.75171784,245.50401,245.50401,239.73083,234.63354,227.51578,255.37077,255.37077,243.80978,229.10379,208.47695,268.90879,268.90879,250.88941,222.82068,196.52769,286.03612,286.03612,262.76055,220.72655,198.1352,302.17239,302.17239,271.13768,234.53014,186.69014,245.73891479999992
383.11258,38.122335,40.967708,36.031744,114.74683,116.80094,155.60932,55.347457,47.993935,40.069527,122.22267,109.92997,123.50747,74.129607,54.822727,49.202902,136.21213,104.60559,95.179683,0.60260188,0.43857722,0.31735374,0.86709499,0.85345968,0.91250865,1.1211341,0.62317268,0.3519998,1.1174808,0.91480646,0.81610363,3.1777684,1.0603429,0.51743015,1.6844352,1.0390434,0.74886752,301.37199,301.37199,285.99641,260.9578,221.03419,322.25885,322.25885,307.88666,269.45011,230.80787,324.64189,324.64189,311.73276,269.40134,244.98593,311.57096,311.57096,303.72152,275.68353,257.42413,292.91682,292.91682,290.69969,283.51212,252.07928,286.83577440000005
383.40282,38.203884,40.342097,36.037042,114.73723,117.08789,155.58634,55.316119,47.961993,39.948239,121.75315,109.79611,123.27044,73.657097,54.642721,48.70477,135.93529,104.63475,95.206934,0.62827672,0.46539401,0.34087788,0.90374177,0.88064616,0.9236836,1.2000973,0.6649296,0.38692836,1.1969412,0.96519829,0.84102711,3.1818775,1.1885067,0.59350491,1.8476966,1.0941804,0.76358612,252.23624,252.23624,261.84965,274.70426,269.07982,229.10055,229.10055,246.45931,251.39775,259.7497,219.58691,219.58691,237.77667,232.62919,240.52577,216.45299,216.45299,236.26577,226.09782,228.65368,223.71773,223.71773,239.55787,234.18871,211.38142,237.30024920000002
383.7253,38.171869,39.934465,35.926572,114.75927,117.2932,154.84186,55.312721,47.73476,39.907896,121.30149,109.74185,124.78937,73.236105,54.504002,48.35794,136.2165,104.58436,95.262872,0.65592094,0.48423139,0.34955552,0.95675423,0.89264182,0.91848145,1.2293559,0.68673449,0.40465263,1.2740722,0.96734148,0.88578291,3.1661002,1.231384,0.61864497,2.0203951,1.077505,0.79158003,185.03207,185.03207,189.10283,192.25428,199.19096,183.52291,183.52291,189.35864,187.82981,190.40155,182.70045,182.70045,189.69957,179.4329,183.55606,185.9272,185.9272,191.42126,176.10833,182.05925,204.78579,204.78579,205.15624,199.3812,185.6139,188.98014479999998
