time,true,pre
45.0,29.69999960064888,65.58110129833221
45.3,29.900000393390656,65.62763547897339
45.6,30.100000202655792,65.63603830337524
45.9,30.20000010728836,65.71116018295288
46.2,30.399999916553497,65.6624938249588
46.5,30.699999630451202,65.66569209098816
46.8,30.900000423192978,65.61777317523956
47.1,31.100000232458115,65.59277319908142
47.4,31.30000004172325,65.60201787948608
47.7,31.499999850988388,65.6101610660553
48.0,31.799999564886093,65.63842618465424
48.3,32.00000035762787,65.75432300567627
48.6,32.300000071525574,65.75713574886322
48.9,32.59999978542328,65.86313486099243
49.2,33.00000038743019,66.25512897968292
49.5,33.300000101327896,66.48837423324585
49.8,33.69999971985817,66.6650459766388
50.1,34.00000041723251,66.78865718841553
50.4,34.40000003576279,66.81902301311493
50.7,34.69999974966049,66.81042742729187
51.0,35.000000447034836,66.96908187866211
51.3,35.30000016093254,67.13471508026123
51.6,35.599999874830246,67.0999196767807
51.9,35.89999958872795,67.26022636890411
52.2,36.200000286102295,67.32641434669495
52.5,36.59999990463257,67.17545855045319
52.8,36.89999961853027,67.3384599685669
53.1,37.29999923706055,67.74622118473053
53.4,37.800000727176666,68.03407692909241
53.7,38.20000034570694,68.06299114227295
54.0,38.69999986886978,68.24135053157806
54.3,39.19999939203262,68.698899269104
54.6,39.70000088214874,69.23906397819519
54.9,40.200000405311584,69.50198268890381
55.2,40.699999928474426,69.48819041252136
55.5,41.399999260902405,69.46041309833527
55.8,42.10000056028366,69.54158139228821
56.1,42.69999998807907,69.83117198944092
56.4,43.39999932050705,70.15654933452606
56.7,44.100000619888306,70.38073086738586
57.0,44.700000047683716,70.65858268737793
57.3,45.299999475479126,70.73861014842987
57.6,45.900000870227814,70.67138361930847
57.9,46.500000298023224,70.45172214508057
58.2,47.1999996304512,70.64388954639435
58.5,47.90000092983246,71.251713514328
58.8,48.50000035762787,71.56425058841705
59.1,49.19999969005585,71.55730330944061
59.4,49.79999911785126,71.28134763240814
59.7,50.400000512599945,71.21026587486267
60.0,50.999999940395355,71.08528172969818
60.3,51.699999272823334,71.05853509902954
60.6,52.40000057220459,71.39047813415527
60.9,53.19999980926514,71.92908108234406
61.2,53.999999046325684,72.4710750579834
61.5,54.8999981880188,72.6399655342102
61.8,55.80000126361847,72.5112441778183
62.1,56.80000030994415,72.58991837501526
62.4,57.799999356269836,72.74797487258911
62.7,58.79999840259552,73.09240806102753
63.0,59.80000138282776,73.65814709663391
63.3,60.80000042915344,73.7989376783371
63.6,61.799999475479126,73.97689974308014
63.9,62.69999861717224,74.2250623703003
64.2,63.60000169277191,74.55994009971619
64.5,64.40000092983246,75.23183166980743
64.8,65.200000166893,75.40699279308319
65.1,65.89999949932098,75.15462481975555
65.4,66.59999883174896,75.55864489078522
65.7,67.19999825954437,75.75701999664307
66.0,67.9000015258789,76.15478515625
66.3,68.70000076293945,76.61837637424469
66.6,69.40000009536743,76.85634624958038
66.9,70.29999923706055,76.59386813640594
67.2,71.19999837875366,76.61477291584015
67.5,72.30000126361847,77.39489018917084
67.8,73.40000021457672,78.980419754982
68.1,74.59999907016754,78.79547500610352
68.4,75.90000176429749,78.53603386878967
68.7,77.40000033378601,79.45136344432831
69.0,78.79999899864197,80.19677579402924
69.3,80.20000159740448,80.3030424118042
69.6,81.60000026226044,81.74066495895386
69.9,82.79999911785126,81.94133353233337
70.2,84.1000018119812,81.6612000465393
70.5,85.40000057220459,82.31346142292023
70.8,86.79999923706055,81.79397332668304
71.1,88.39999771118164,83.31505763530731
71.4,89.99999618530273,84.89561474323273
71.7,91.7000024318695,84.03299164772034
72.0,93.50000071525574,84.18131566047668
72.3,95.39999890327454,85.46695172786713
72.6,97.3999969959259,86.76117157936096
72.9,99.40000295639038,88.12943148612976
73.2,101.00000143051147,88.4999897480011
73.5,102.99999952316284,88.03284621238708
73.8,103.99999856948853,87.35878705978394
74.1,105.99999666213989,87.77791333198547
74.4,105.99999666213989,88.0861349105835
74.7,107.00000357627869,89.42856478691101
75.0,107.00000357627869,90.46795010566711
75.3,108.00000262260437,90.13284420967102
75.6,109.00000166893005,89.98224639892578
75.9,110.00000071525574,90.36732077598572
76.2,110.99999976158142,90.73009777069092
76.5,111.9999988079071,91.88003373146057
76.8,112.99999785423279,94.28327298164368
77.1,113.99999690055847,95.31202101707458
77.4,116.00000286102295,95.15172219276428
77.7,117.00000190734863,95.41504216194153
78.0,119.0,96.85961985588074
78.3,119.99999904632568,97.52348232269287
78.6,121.99999713897705,97.04463148117065
78.9,122.99999618530273,97.65336418151855
79.2,125.00000214576721,98.95821738243103
79.5,127.00000023841858,99.5147156715393
79.8,129.99999737739563,100.35203194618225
80.1,133.0000023841858,99.75604510307312
80.4,135.99999952316284,101.55172395706177
80.7,140.0000035762787,101.51475310325623
81.0,143.00000071525574,101.17280220985413
81.3,144.9999988079071,101.98571252822876
81.6,146.99999690055847,102.67498016357422
81.9,149.00000286102295,105.39631509780884
82.2,149.00000286102295,106.33137321472168
82.5,150.00000190734863,106.45807647705078
82.8,150.00000190734863,107.18407106399536
83.1,150.00000190734863,107.48748540878296
83.4,151.00000095367432,107.777170419693
83.7,153.99999809265137,108.61614680290222
84.0,158.99999332427979,109.20177173614502
84.3,164.00000429153442,110.24803352355957
84.6,167.00000143051147,110.14547657966614
84.9,168.99999952316284,110.8658299446106
85.2,173.99999475479126,111.64787483215332
85.5,179.0000057220459,112.72459292411804
85.8,181.00000381469727,113.15224003791809
86.1,182.00000286102295,113.31531620025635
86.4,183.00000190734863,113.90510320663452
86.7,184.00000095367432,115.60922431945801
87.0,184.00000095367432,116.72687864303589
87.3,185.0,117.92949748039246
87.6,185.99999904632568,118.91508269309998
87.9,186.99999809265137,119.33781242370605
88.2,189.99999523162842,120.26923561096191
88.5,192.99999237060547,120.89844822883606
88.8,199.0000023841858,121.45647287368774
89.1,205.99999570846558,122.37902903556824
89.4,215.00000286102295,122.21081519126892
89.7,223.9999942779541,122.82246685028076
90.0,233.00000143051147,122.84001994132996
90.3,237.9999966621399,123.01667594909668
90.6,237.9999966621399,123.21478748321533
90.9,239.99999475479126,123.60759592056274
91.2,241.99999284744263,124.34581708908081
91.5,245.0000057220459,124.49734330177307
91.8,245.0000057220459,125.11084389686584
92.1,245.0000057220459,125.42497420310974
92.4,248.00000286102295,125.55902600288391
92.7,253.99999713897705,126.43502831459045
93.0,256.9999942779541,127.19693160057068
93.3,254.99999618530273,127.07098364830017
93.6,252.99999809265137,128.1413996219635
93.9,252.99999809265137,128.31311464309692
94.2,253.99999713897705,128.9467568397522
94.5,252.99999809265137,128.6097469329834
94.8,251.0,130.4642298221588
95.1,250.00000095367432,131.71569204330444
95.4,251.0,132.41200137138367
95.7,254.99999618530273,133.21980547904968
96.0,256.9999942779541,132.67277216911316
96.3,256.9999942779541,132.68634414672852
96.6,260.0000071525574,134.8695363998413
96.9,267.00000047683716,134.89885187149048
97.2,272.99999475479126,134.5573651790619
97.5,276.00000762939453,135.34218740463257
97.8,278.0000057220459,135.40465784072876
98.1,279.0000047683716,135.17649126052856
98.4,281.00000286102295,135.44104647636414
98.7,284.0,134.5043911933899
99.0,282.00000190734863,136.7263638973236
99.3,278.0000057220459,137.23356246948242
99.6,270.9999966621399,137.67586731910706
99.9,265.0000023841858,137.17193388938904
100.0,263.0000042915344,138.80250668525696
101.0,266.0000014305115,140.68249702453613
101.0,268.9999985694885,140.9538815021515
101.0,268.9999985694885,139.96798157691956
101.0,257.9999933242798,139.34740781784058
102.0,241.99999284744263,140.71936559677124
102.0,228.00000619888306,141.1563754081726
102.0,215.00000286102295,141.48158359527588
103.0,205.99999570846558,141.55028533935547
103.0,201.99999952316284,141.327303647995
103.0,198.0000033378601,140.74234747886658
104.0,194.00000715255737,140.66652536392212
104.0,192.99999237060547,142.23842787742615
104.0,192.99999237060547,143.32807278633118
104.0,192.99999237060547,143.41118049621582
105.0,191.99999332427979,143.07341527938843
105.0,194.00000715255737,143.36315536499023
105.0,191.99999332427979,144.43104577064514
106.0,188.99999618530273,143.95609736442566
106.0,189.99999523162842,144.00216341018677
106.0,190.9999942779541,144.55062079429626
107.0,191.99999332427979,144.9257345199585
107.0,191.99999332427979,144.69458603858948
107.0,192.99999237060547,144.56553030014038
107.0,191.99999332427979,144.5182683467865
108.0,192.99999237060547,144.02344584465027
108.0,194.00000715255737,143.90704154968262
108.0,196.00000524520874,144.0933120250702
109.0,198.0000033378601,144.4009828567505
109.0,199.0000023841858,144.5021550655365
109.0,195.00000619888306,144.72832322120667
110.0,190.9999942779541,144.82423973083496
110.0,191.99999332427979,144.48944854736328
110.0,192.99999237060547,144.26621508598328
110.0,185.0,144.44011735916138
111.0,175.99999284744263,144.28261947631836
111.0,168.00000047683716,144.6143500804901
111.0,163.00000524520874,144.9550814628601
112.0,157.9999942779541,144.96589970588684
112.0,154.99999713897705,144.76283931732178
112.0,155.99999618530273,144.6412501335144
113.0,159.99999237060547,144.82919645309448
113.0,164.00000429153442,144.8732168674469
113.0,168.00000047683716,144.88060474395752
113.0,173.99999475479126,144.7877173423767
114.0,175.99999284744263,144.6480164527893
114.0,174.99999380111694,144.74108481407166
114.0,174.99999380111694,144.85677313804626
115.0,178.00000667572021,144.8727684020996
115.0,182.00000286102295,145.00907826423645
115.0,183.00000190734863,145.10231184959412
116.0,181.00000381469727,145.04045510292053
116.0,185.0,145.03163528442383
116.0,189.99999523162842,145.04865336418152
116.0,190.9999942779541,145.14194989204407
117.0,189.99999523162842,144.98021912574768
117.0,190.9999942779541,144.73157262802124
117.0,191.99999332427979,144.32534170150757
118.0,194.00000715255737,144.04182505607605
118.0,196.00000524520874,143.94782829284668
118.0,199.0000023841858,143.65330457687378
119.0,201.99999952316284,143.265319108963
119.0,202.99999856948853,142.85552406311035
119.0,200.00000143051147,142.41847491264343
119.0,195.00000619888306,142.7322039604187
120.0,190.9999942779541,142.75064611434937
120.0,184.00000095367432,142.95267581939697
120.0,177.00000762939453,142.6530065536499
121.0,172.99999570846558,142.36406111717224
121.0,169.99999856948853,141.9788293838501
121.0,168.00000047683716,142.1982705593109
122.0,167.00000143051147,142.05768847465515
122.0,165.0000033378601,141.35008096694946
122.0,162.00000619888306,140.98836612701416
122.0,162.00000619888306,140.9510018825531
123.0,162.00000619888306,141.06707572937012
123.0,165.0000033378601,140.60080552101135
123.0,168.99999952316284,140.70735931396484
124.0,171.9999966621399,141.68514752388
124.0,172.99999570846558,141.600088596344
124.0,174.99999380111694,140.82610821723938
125.0,175.99999284744263,140.64085268974304
125.0,175.99999284744263,141.38273239135742
125.0,172.99999570846558,140.7055025100708
125.0,170.9999976158142,139.43837547302246
126.0,171.9999966621399,137.992995262146
