time,true,pre
45.0,70.30000145733356,455.737629532814
45.3,69.70000110566616,455.85903000831604
45.6,71.50000216066837,455.83861243724823
45.9,76.29999896883965,456.0138192176819
46.2,81.19999983906746,455.7872562408447
46.5,81.19999983906746,455.7190375328064
46.8,79.09999860823154,455.50760757923126
47.1,78.79999843239784,455.29252648353577
47.4,79.30000072717667,455.33566761016846
47.7,82.60000266134739,455.2823897600174
48.0,86.59999699890614,455.30309557914734
48.3,87.00000123679638,455.5201463699341
48.6,87.60000158846378,455.7738527059555
48.9,88.99999840557575,455.927921295166
49.2,90.49999928474426,457.42498564720154
49.5,95.79999838769436,458.27555763721466
49.8,95.9000024497509,458.76975893974304
50.1,91.69999998807907,459.2692928314209
50.4,93.69999715685844,459.10234916210175
50.7,94.89999786019325,459.0268281698227
51.0,97.39999732375145,459.5523524284363
51.3,100.99999943375587,460.11924028396606
51.6,101.99999801814556,459.84944009780884
51.9,97.39999732375145,460.2887781858444
52.2,96.39999873936176,460.358197927475
52.5,103.00000260770321,459.51670575141907
52.8,117.99999938905239,460.0158072710037
53.1,113.99999904632568,461.3284409046173
53.4,109.00000011920929,462.24199509620667
53.7,116.00000222027302,462.2471355199814
54.0,121.9999997317791,462.5670908689499
54.3,120.99999514222145,464.1350642442703
54.6,133.99999475479126,466.0585916042328
54.9,133.99999475479126,466.76013934612274
55.2,128.00000324845314,466.505712389946
55.5,131.9999975860119,466.1733623743057
55.8,121.9999997317791,466.285298705101
56.1,136.00000393390656,467.32693111896515
56.4,151.00000071525574,468.295396566391
56.7,136.99999651312828,468.9958393573761
57.0,134.9999993443489,469.7695451974869
57.3,146.99999436736107,470.0176306962967
57.6,159.00000140070915,469.48965632915497
57.9,173.99999818205833,468.5431938171387
58.2,173.99999818205833,469.2304252386093
58.5,162.9999957382679,471.20891189575195
58.8,151.00000071525574,472.2290698289871
59.1,152.00000530481339,472.0442547798157
59.4,152.00000530481339,471.0341374874115
59.7,165.99999749660492,470.602822303772
60.0,175.9999953508377,469.8533773422241
60.3,165.99999749660492,469.7733404636383
60.6,160.0000059902668,470.6339530944824
60.9,160.0000059902668,472.4324768781662
61.2,159.00000140070915,474.3715696334839
61.5,167.9999946653843,474.6723084449768
61.8,196.99999564886093,474.04781901836395
62.1,206.000000923872,474.0633844137192
62.4,194.99999848008156,474.40351712703705
62.7,191.99999672174454,475.706830739975
63.0,207.00000551342964,477.2568846940994
63.3,209.99999526143074,477.6060491800308
63.6,194.00000590085983,477.946133852005
63.9,196.0000030696392,478.75880122184753
64.2,209.99999526143074,479.5387524366379
64.5,212.99999701976776,481.620960354805
64.8,220.99999770522118,481.8138463497162
65.1,204.99999633431435,480.64908397197723
65.4,231.9999881386757,481.6992197036743
65.7,225.00000405311584,482.21806621551514
66.0,212.00000444054604,483.29774737358093
66.3,220.00000512599945,484.5774246454239
66.6,226.9999892115593,485.2203139066696
66.9,287.00000035762787,484.0040992498398
67.2,308.0000006556511,483.9213240146637
67.5,289.00000953674316,486.20617032051086
67.8,299.00000739097595,491.1349719762802
68.1,285.9999957680702,490.2298730611801
68.4,273.99998873472214,489.04988157749176
68.7,279.9999922513962,491.44382977485657
69.0,277.0000025033951,493.63720536231995
69.3,289.99999010562897,493.61275231838226
69.6,263.00001031160355,497.4480369091034
69.9,268.00000923871994,497.7637165784836
70.2,273.99998873472214,496.60063564777374
70.5,293.0000038743019,498.16183519363403
70.8,284.00001060962677,495.9861388206482
71.1,263.99999088048935,500.0313640832901
71.4,259.9999965429306,503.93630862236023
71.7,293.0000038743019,501.2525269985199
72.0,312.9999995827675,501.2607901096344
72.3,341.9999885559082,504.47859930992126
72.6,371.00000154972076,507.5445017814636
72.9,315.9999893307686,510.6551307439804
73.2,338.9999988079071,511.0021814107895
73.5,319.0000030994415,509.5836646556854
73.8,337.99999421834946,507.58403980731964
74.1,353.9999955892563,508.253399848938
74.4,329.0000009536743,508.72944152355194
74.7,362.9999888539314,511.7582560777664
75.0,368.99999237060547,514.1175664663315
75.3,332.99999529123306,512.7673645019531
75.6,452.99999356269836,512.000816822052
75.9,450.00000381469727,512.6295819282532
76.2,394.9999915957451,512.9640938043594
76.5,427.0000183582306,515.232509970665
76.8,378.99999022483826,520.1568918228149
77.1,380.99999940395355,521.6403604745865
77.4,472.00000870227814,521.0910077095032
77.7,414.00000673532486,521.2732765674591
78.0,395.99999618530273,523.66443836689
78.3,460.99998223781586,524.5104944705963
78.6,413.0000021457672,523.269490480423
78.9,435.0000070333481,524.0578969717026
79.2,432.000017285347,526.0958107709885
79.5,519.9999887943268,526.8352150917053
79.8,442.9999957084656,527.8432185649872
80.1,397.0000007748604,526.6928685903549
80.4,423.9999805688858,529.134185552597
80.7,452.00001299381256,529.2108595371246
81.0,554.0000007152557,528.4386910200119
81.3,591.9999829530716,529.454381108284
81.6,467.99999034404755,530.2320263385773
81.9,502.9999828338623,531.5873206853867
82.2,531.9999958276749,531.2157208919525
82.5,487.0000054836273,532.4634026288986
82.8,480.99997794628143,532.5978223085403
83.1,499.9999930858612,533.5211769342422
83.4,499.0000125169754,534.1673810482025
83.7,615.9999970197678,534.5987923145294
84.0,531.0000152587891,535.1117777824402
84.3,571.999987244606,535.2906357049942
84.6,574.9999769926071,536.0599697828293
84.9,643.000000834465,536.3969798088074
85.2,588.0000126361847,536.6758598089218
85.5,494.9999941587448,536.5144889354706
85.8,497.0000033378601,537.0794551372528
86.1,590.0000218153,537.7230169773102
86.4,647.9999997615814,537.927240729332
86.7,548.0000212192535,537.6091589927673
87.0,511.0000195503235,536.997400522232
87.3,497.9999839067459,535.3350739479065
87.6,501.0000216960907,533.2135682106018
87.9,531.9999958276749,537.1598283052444
88.2,613.0000072717667,535.7853654623032
88.5,648.9999803304672,537.0102756023407
88.8,563.9999985694885,535.5821505784988
89.1,516.0000184774399,534.1941400766373
89.4,573.9999964237213,536.0900436639786
89.7,670.9999852180481,533.5527400970459
90.0,687.0000106096268,532.9973821640015
90.3,576.9999861717224,535.4836177825928
90.6,638.0000019073486,524.9932619333267
90.9,640.0000110864639,525.1937865018845
91.2,568.9999974966049,530.1947942972183
91.5,524.9999877214432,527.0468852519989
91.8,561.0000088214874,531.3539358377457
92.1,580.0000239610672,530.8735704421997
92.4,593.0000115633011,522.1784235239029
92.7,684.0000208616257,527.2259353399277
93.0,710.9999766349792,528.4624234437943
93.3,674.0000230073929,522.2784456014633
93.6,627.00002348423,526.0495949983597
93.9,608.0000083446503,523.789393901825
94.2,571.0000066757202,523.3835406303406
94.5,558.9999996423721,514.9428687095642
94.8,610.0000175237656,520.4755020141602
95.1,633.0000029802322,523.1451114416122
95.4,613.0000072717667,519.6489026546478
95.7,643.000000834465,515.2375543117523
96.0,596.0000013113022,505.6474452018738
96.3,536.9999947547913,502.0740339756012
96.6,531.0000152587891,510.1530987024307
96.9,571.999987244606,506.3657593727112
97.2,588.0000126361847,504.3095898628235
97.5,536.9999947547913,507.0170558691025
97.8,504.0000114440918,507.4700857400894
98.1,494.9999941587448,506.05670940876007
98.4,519.000008225441,505.6115583181381
98.7,543.0000222921371,495.9170073270798
99.0,532.9999763965607,498.27189791202545
99.3,509.999990940094,492.57880651950836
99.6,539.9999845027924,490.5021233558655
99.9,509.999990940094,485.5913372039795
100.0,494.000013589859,484.94335556030273
101.0,497.9999839067459,486.3645626306534
101.0,492.9999849796295,484.6122065782547
101.0,489.9999952316284,479.1934792995453
101.0,489.0000146627426,475.9087485074997
102.0,502.0000022649765,479.7677655220032
102.0,497.0000033378601,481.4858680963516
102.0,472.99998927116394,481.3432813882828
103.0,432.9999978542328,480.2483230829239
103.0,398.00000536441803,477.9604501724243
103.0,382.0000039935112,472.21989393234253
104.0,382.0000039935112,468.6315418481827
104.0,449.00002324581146,467.02215683460236
104.0,492.0000044107437,463.2300614118576
104.0,462.00001084804535,453.73891746997833
105.0,445.9999854564667,444.15995395183563
105.0,447.99999463558197,437.0313391685486
105.0,460.00000166893005,434.9388984441757
106.0,455.00000274181366,434.0299562215805
106.0,506.0000206232071,432.4526147842407
106.0,492.9999849796295,431.7710522413254
107.0,512.0000001192093,429.82734751701355
107.0,578.0000147819519,429.52646458148956
107.0,620.0000153779984,429.3290146589279
107.0,611.9999786615372,426.6134777069092
108.0,611.9999786615372,421.0671045780182
108.0,660.9999873638153,418.66282749176025
108.0,677.000012755394,420.3861665725708
109.0,603.9999899864197,422.3643169403076
109.0,623.9999856948853,422.63623094558716
109.0,653.9999792575836,422.28932440280914
110.0,628.0000040531158,423.1040575504303
110.0,578.9999953508377,424.1405495405197
110.0,645.0000100135803,424.6761144399643
110.0,667.999995470047,424.1557306051254
111.0,672.9999943971634,420.84126222133636
111.0,658.9999781847,419.58964109420776
111.0,657.0000170469284,419.98012113571167
112.0,648.9999803304672,417.57618033885956
112.0,623.9999856948853,412.05522108078003
112.0,660.0000067949295,407.5482704639435
113.0,668.9999760389328,405.21269249916077
113.0,670.0000046491623,403.681374669075
113.0,732.9999815225601,402.8438699245453
113.0,721.0000225305557,401.45576333999634
114.0,667.999995470047,399.36087250709534
114.0,670.0000046491623,400.76483273506165
114.0,668.9999760389328,403.6922800540924
115.0,680.0000025033951,408.9822565317154
115.0,583.0000137090683,413.48968756198883
115.0,657.9999976158142,415.29623425006866
116.0,699.0000176429749,412.8982986211777
116.0,655.0000078678131,410.5602705478668
116.0,655.9999884366989,410.5216453075409
116.0,653.9999792575836,419.41472256183624
117.0,620.0000153779984,432.58141362667084
117.0,714.9999949932098,444.6915794610977
117.0,771.0000118017197,456.6506552696228
118.0,712.9999858140945,465.72052466869354
118.0,700.9999787807465,470.18419003486633
118.0,727.0000020265579,474.3058490753174
119.0,719.0000133514404,478.0515365600586
119.0,633.999983549118,476.9213639497757
119.0,655.9999884366989,474.9318758249283
119.0,729.999991774559,476.35995280742645
120.0,674.0000230073929,477.8529816865921
120.0,700.9999787807465,475.86632800102234
120.0,744.9999885559082,477.3013229370117
121.0,677.9999933242798,479.95248448848724
121.0,685.0000014305115,476.8563640117645
121.0,759.9999853372574,476.55721056461334
122.0,749.9999874830246,475.03992080688477
122.0,739.000009059906,472.264764547348
122.0,769.9999831914902,469.60341823101044
122.0,741.0000182390213,470.79095220565796
123.0,665.9999862909317,470.0128746032715
123.0,672.0000138282776,467.387655377388
123.0,724.9999928474426,465.4729676246643
124.0,744.0000079870224,466.4385025501251
