time,Real,Predicted Value
45.029371,43.667225766054244,30.284900009193212
45.314526,44.06374832444118,30.60820140667002
45.613198,44.454525739721674,30.924400642684297
45.930564,44.83044475122361,31.2659415234735
46.228094,45.180102815287626,31.61831262717525
46.533559,45.53365146394056,31.9731435135989
46.839024,45.891034861011974,32.31419483082246
47.10085,46.20521302707194,32.65916265657119
47.415043,46.533828831483376,33.00092089959524
47.701059,46.863196430046536,33.336914058023424
48.04428,47.245291320826716,33.68194968483624
48.313953,47.7281984173003,33.999862891867515
48.628571,48.303909217309894,34.3233736749834
48.911728,48.899661214202396,34.63503921337446
49.223245,49.4840405796697,34.95109088236691
49.521195,50.07933591645413,35.25837726967789
49.809834,50.61796152856009,35.55625326812414
50.11586,51.11270988146061,35.85150895485854
50.421886,51.62779855358558,36.13271885350888
50.701134,52.16007678960415,36.41026051517751
51.010526,52.69518671712259,36.67763600553181
51.327949,53.19528537163871,36.93279533945778
51.631265,53.68099025908013,37.17988634675805
51.917697,54.15137410018807,37.424979216816865
52.206593,54.621642280657284,37.6663569873938
52.512892,55.083674625989545,37.917685561199164
52.802541,55.497185339226775,38.17146294990724
53.109087,55.91231928970408,38.43682833812642
53.418943,56.32665956890184,38.70449497422648
53.708143,56.74777995450775,38.96969484808334
54.011113,57.179485282706146,39.254563012970664
54.317871,57.68690445799413,39.54015505392451
54.600567,58.292491597476335,39.85882803170328
54.923071,59.00307067883767,40.22311517241735
55.214591,59.83152789255151,40.59981190200728
55.521617,60.74076010337373,41.00312254339814
55.812401,61.63843821521689,41.438411357248135
56.128101,62.53975365473312,41.884187400392385
56.415101,63.40674181433468,42.32183329829368
56.707857,64.21921393011684,42.775061476040065
57.013363,65.10590029298302,43.236960213393104
57.310545,65.97846409303081,43.72532529552525
57.623792,66.78104523005284,44.26014407729792
57.911269,67.50996649339717,44.81317143307437
58.205431,68.14486363405202,45.43138951196518
58.522926,68.74652230011537,46.07630725106148
58.818889,69.3008757649393,46.722463356651744
59.117874,69.83474932011273,47.368292421815255
59.429199,70.42310302442458,47.9626824149793
59.707515,71.03271435647491,48.49858401962834
60.017458,71.62787209698223,48.968106388392656
60.310496,72.21798065236443,49.42412039221321
60.620439,72.83160022379136,49.85685470126649
60.930383,73.67396862053556,50.27240941717089
61.206565,74.78429878742347,50.66807648566103
61.511394,75.8705436233709,51.068962241936504
61.80673,76.82900738331207,51.45355978964086
62.111751,77.77954639535146,51.80934587340849
62.418216,78.83260460457996,52.17421929391197
62.719698,79.9551190215131,52.525281238832264
63.021179,81.103900368331,52.90574690992554
63.316611,82.26076200666824,53.35443640467635
63.611438,83.38074784274096,53.879691248115655
63.920716,84.50651272245213,54.446081395962985
64.226499,85.60729490419821,55.03599851304659
64.501572,86.7004155657031,55.658216854718205
64.830752,87.86816126897438,56.25173141649602
65.123357,89.14426503754153,56.82166317286714
65.415962,90.531291346946,57.38917004412287
65.708566,92.04213835255483,57.95059077280282
66.001171,93.68365795013813,58.515018678089675
66.330351,95.24631294530099,59.06238065671743
66.600412,96.68082392934983,59.60570248958551
66.908608,98.06641445151493,60.12099057660483
67.200251,99.41442723098734,60.630060907218095
67.515062,100.6756067888608,61.132059985677444
67.824519,101.80282739730079,61.595416445908235
68.113631,102.97725349953303,62.057297235920785
68.414308,104.01169034592644,62.5024630694883
68.706889,104.83343126599833,62.945415397728446
69.008025,105.67247342230465,63.38976761852698
69.302875,106.78842310091555,63.88044391928473
69.620587,108.45667227093851,64.43126375218064
