loss,test loss
0.03397637002717374,0.020906175
0.017660846394208417,0.015979895
0.015245610868281533,0.015134519
0.014309120949090324,0.014713058
0.013851626888104094,0.014226223
0.013595030000915312,0.014155939
0.013463956493579584,0.014079597
0.013398550710452718,0.014043727
0.013362154380133833,0.013986348
0.01331986308732196,0.014022053
0.01333186775134979,0.014006654
0.013330685582714706,0.01401321
0.013314052840977758,0.013976871
0.013308506948758346,0.013986542
0.013315889746485548,0.013941192
