loss,test loss
0.010027401972940136,0.022520274
0.0025093956921931984,0.019516148
0.002087943722599988,0.01770217
0.001954727171975566,0.017699195
0.0018850343661511889,0.017150037
0.001848061554396691,0.01718427
0.0018312775820383046,0.016877096
0.001816014507854597,0.016844448
0.0018088922817444447,0.016814556
0.00180707987741392,0.016898066
0.0018060237933457414,0.016799647
0.0018047609635038614,0.016912313
0.001799652645004784,0.016861774
0.0018000010481694399,0.016888179
0.0018028896122174983,0.016878273
0.0018024527631460292,0.016891874
