loss,test loss
0.010120688268383912,0.0071537397
0.0016350493495550986,0.0064094495
0.0014056864486392338,0.005932552
0.001334489422688089,0.005800971
0.0012985627403667808,0.005725637
0.0012827136840058166,0.0057713287
0.0012715164253143181,0.005759415
0.001265654722143737,0.0057178186
0.0012657813600603235,0.005727724
0.0012624454232077551,0.0057105357
0.0012601532201566904,0.005710236
0.0012590287079196245,0.005708323
0.001258080847889378,0.005712707
0.0012618632521368598,0.0057103396
0.0012585710677820582,0.0057075215
0.0012568321377651197,0.0057067205
0.0012618336026514782,0.0057080416
0.0012578365486606798,0.0057047578
0.0012590941711487123,0.005708819
0.001259178834414957,0.0057073548
