loss,test loss
0.008923944718138248,0.0014278971
0.0017308523583396509,0.0012731479
0.0014230765042699746,0.0010988655
0.0013108337042830862,0.0010376833
0.0012480440155441712,0.0010064314
0.0012064445747511912,0.0010055238
0.0011807903553614648,0.00097395125
0.0011643422721489868,0.0009796622
0.0011537718787408052,0.0009712192
0.001148048552681689,0.000971381
0.0011434133125662997,0.00097025605
0.0011412336623195457,0.00097105576
0.0011397776128309364,0.0009703473
0.0011395575390458369,0.00096882635
0.0011392441722475836,0.00096824014
